Oscilloscope data. 
Time step = 80,00 nS
Voltage step = 31,25 mV
Zero level = 95

N 	Min. 	Max.	T min 	T max.
3866	133	134	0	0
3867	133	134	0	0
3868	133	134	0	0
3869	134	134	0	0
3870	134	135	0	0
3871	134	135	0	0
3872	134	135	0	0
3873	135	135	0	0
3874	135	136	0	0
3875	135	136	0	0
3876	135	136	0	0
3877	135	136	0	0
3878	136	136	0	0
3879	136	137	0	0
3880	136	137	0	0
3881	136	137	0	0
3882	137	138	0	0
3883	137	138	0	0
3884	138	138	0	0
3885	137	138	0	0
3886	138	138	0	0
3887	138	139	0	0
3888	138	139	0	0
3889	139	139	0	0
3890	139	139	0	0
3891	139	140	0	0
3892	139	140	0	0
3893	140	140	0	0
3894	140	141	0	0
3895	140	141	0	0
3896	140	141	0	0
3897	140	141	0	0
3898	141	142	0	0
3899	141	141	0	0
3900	141	142	0	0
3901	142	142	0	0
3902	142	142	0	0
3903	142	143	0	0
3904	142	143	0	0
3905	143	143	0	0
3906	143	143	0	0
3907	143	143	0	0
3908	143	144	0	0
3909	143	144	0	0
3910	144	145	0	0
3911	143	144	0	0
3912	144	145	0	0
3913	144	145	0	0
3914	145	145	0	0
3915	145	145	0	0
3916	145	145	0	0
3917	145	146	0	0
3918	145	147	0	0
3919	146	147	0	0
3920	146	147	0	0
3921	146	147	0	0
3922	146	147	0	0
3923	147	147	0	0
3924	147	148	0	1
3925	147	148	1	1
3926	147	148	1	1
3927	148	148	1	1
3928	148	148	1	1
3929	147	149	1	1
3930	148	149	1	1
3931	148	149	1	1
3932	149	149	1	1
3933	149	149	1	1
3934	149	150	1	1
3935	149	150	1	1
3936	150	150	1	1
3937	150	150	1	1
3938	150	150	1	1
3939	150	151	1	1
3940	150	151	1	1
3941	150	151	1	1
3942	151	151	1	1
3943	151	151	1	1
3944	151	152	1	1
3945	151	152	1	1
3946	151	152	1	1
3947	152	152	1	1
3948	152	153	1	1
3949	152	153	1	1
3950	152	153	1	1
3951	153	153	1	1
3952	153	153	1	1
3953	153	154	1	1
3954	153	154	1	1
3955	153	154	1	1
3956	153	154	1	1
3957	154	154	1	1
3958	154	154	1	1
3959	154	155	1	1
3960	154	155	1	1
3961	155	155	1	1
3962	155	155	1	1
3963	155	155	1	1
3964	155	155	1	1
3965	155	156	1	1
3966	155	156	1	1
3967	156	156	1	1
3968	156	156	1	1
3969	156	156	1	1
3970	156	157	1	1
3971	156	157	1	1
3972	157	157	1	1
3973	156	157	1	1
3974	157	157	1	1
3975	157	158	1	1
3976	157	158	1	1
3977	157	158	1	1
3978	157	158	1	1
3979	158	158	1	1
3980	158	158	1	1
3981	158	159	1	1
3982	158	159	1	1
3983	158	159	1	1
3984	158	159	1	1
3985	159	159	1	1
3986	159	159	1	1
3987	159	159	1	1
3988	159	160	1	1
3989	159	161	1	1
3990	159	161	1	1
3991	159	161	1	1
3992	160	160	1	1
3993	160	160	1	1
3994	160	161	1	1
3995	160	161	1	1
3996	160	161	1	1
3997	161	161	1	1
3998	161	161	1	1
3999	160	161	1	1
